2CB,716,16 bit unsigned,Высокая температура двигателя вентилятора 6,-,0,1,0,R
2CC,717,16 bit unsigned,Ошибка датчика Наll вентилятора 6,-,0,1,0,R
2CD,718,16 bit unsigned,Двигатель вентилятора 6 перегружен ,-,0,1,0,R
2CE,719,16 bit unsigned,Низкое питание DС вентилятора 6,-,0,1,0,R
2CF,720,16 bit unsigned,Общий аварийный сигнал вентилятора 7,-,0,1,0,R
2D0,721,16 bit unsigned,Сигнал тревоги отсутствие фаз/питания вентилятора 7,-,0,1,0,R
2D1,722,16 bit unsigned,Отсутствие связи вентилятора 7,-,0,1,0,R
2D2,723,16 bit unsigned,Высокая температура модуля регулирования вентилятора 7,-,0,1,0,R
2D3,724,16 bit unsigned,Нет связи ведущего/ведомого устройств вентилятора 7,-,0,1,0,R
2D4,725,16 bit unsigned,Неисправность модуля регулирования вентилятора 7,-,0,1,0,R
2D5,726,16 bit unsigned,Высокая температура двигателя вентилятора 7,-,0,1,0,R
2D6,727,16 bit unsigned,Ошибка датчика Наll вентилятора 7,-,0,1,0,R
2D7,728,16 bit unsigned,Двигатель вентилятора 7 перегружен ,-,0,1,0,R
2D8,729,16 bit unsigned,Низкое питание DС вентилятора 7,-,0,1,0,R
2D9,730,16 bit unsigned,Общий аварийный сигнал вентилятора 8,-,0,1,0,R
2DA,731,16 bit unsigned,Сигнал тревоги отсутствие фаз/питания вентилятора 8,-,0,1,0,R
2DB,732,16 bit unsigned,Отсутствие связи вентилятора 8,-,0,1,0,R
2DC,733,16 bit unsigned,Высокая температура модуля регулирования вентилятора 8,-,0,1,0,R
2DD,734,16 bit unsigned,Нет связи ведущего/ведомого устройств вентилятора 8,-,0,1,0,R
2DE,735,16 bit unsigned,Неисправность модуля регулирования вентилятора 8,-,0,1,0,R
2DF,736,16 bit unsigned,Высокая температура двигателя вентилятора 8,-,0,1,0,R
2E0,737,16 bit unsigned,Ошибка датчика Наll вентилятора 8,-,0,1,0,R
2E1,738,16 bit unsigned,Двигатель вентилятора 8 перегружен ,-,0,1,0,R
2E2,739,16 bit unsigned,Низкое питание DС вентилятора 8,-,0,1,0,R
2E3,740,16 bit unsigned,Общий аварийный сигнал вентилятора 9,-,0,1,0,R
2E4,741,16 bit unsigned,Сигнал тревоги отсутствие фаз/питания вентилятора 9,-,0,1,0,R
2E5,742,16 bit unsigned,Отсутствие связи вентилятора 9,-,0,1,0,R
2E6,743,16 bit unsigned,Высокая температура модуля регулирования вентилятора 9,-,0,1,0,R
2E7,744,16 bit unsigned,Нет связи ведущего/ведомого устройств вентилятора 9,-,0,1,0,R
2E8,745,16 bit unsigned,Неисправность модуля регулирования вентилятора 9,-,0,1,0,R
2E9,746,16 bit unsigned,Высокая температура двигателя вентилятора 9,-,0,1,0,R
2EA,747,16 bit unsigned,Ошибка датчика Наll вентилятора 9,-,0,1,0,R
2EB,748,16 bit unsigned,Двигатель вентилятора 9 перегружен ,-,0,1,0,R
2EC,749,16 bit unsigned,Низкое питание DС вентилятора 9,-,0,1,0,R
2ED,750,16 bit unsigned,Общий аварийный сигнал вентилятора 10,-,0,1,0,R
2EE,751,16 bit unsigned,Сигнал тревоги отсутствие фаз/питания вентилятора 10,-,0,1,0,R
2EF,752,16 bit unsigned,Отсутствие связи вентилятора 10,-,0,1,0,R
2F0,753,16 bit unsigned,Высокая температура модуля регулирования вентилятора 10,-,0,1,0,R
2F1,754,16 bit unsigned,Нет связи ведущего/ведомого устройств вентилятора 10,-,0,1,0,R
2F2,755,16 bit unsigned,Неисправность модуля регулирования вентилятора 10,-,0,1,0,R
2F3,756,16 bit unsigned,Высокая температура двигателя вентилятора 10,-,0,1,0,R
2F4,757,16 bit unsigned,Ошибка датчика Наll вентилятора 10,-,0,1,0,R
2F5,758,16 bit unsigned,Двигатель вентилятора 10 перегружен ,-,0,1,0,R
2F6,759,16 bit unsigned,Низкое питание DС вентилятора 10,-,0,1,0,R
301,770,16 bit unsigned,Аварийный сигнал датчика температуры возврата ,-,0,1,0,R
302,771,16 bit unsigned,Аварийный сигнал датчика температуры притока ,-,0,1,0,R
303,772,16 bit unsigned,Аварийный сигнал датчика влажности на возврате ,-,0,1,0,R
304,773,16 bit unsigned,Аварийный сигнал датчика влажности на притоке ,-,0,1,0,R
305,774,16 bit unsigned,Аварийный сигнал датчика дифференциального давления воздуха ,-,0,1,0,R
306,775,16 bit unsigned,Сигнал тревоги датчик температуры воды ВХ 1 / Естественное Охлаждение ,-,0,1,0,R
307,776,16 bit unsigned,Сигнал тревоги температура воды ВЫХ 1,-,0,1,0,R
308,777,16 bit unsigned,Сигнал тревоги температура воды ВХ 2 ,-,0,1,0,R
309,778,16 bit unsigned,Сигнал тревоги температура воды ВЫХ 2,-,0,1,0,R
30A,779,16 bit unsigned,Аварийный сигнал расхода воды/температуры жидкости 1 ,-,0,1,0,R
30B,780,16 bit unsigned,Аварийный сигнал расхода воды/температуры жидкости 2 ,-,0,1,0,R
315,790,16 bit unsigned,Общий аварийный сигнал датчика давления загрязненных фильтров,-,0,1,0,R
316,791,16 bit unsigned,Сигнал тревоги датчик давления загрязненных фильтров неисправен ,-,0,1,0,R
317,792,16 bit unsigned,Сигнал тревоги проводки датчика давления загрязненных фильтров ,-,0,1,0,R
318,793,16 bit unsigned,Сигнал тревоги поле давления датчика давления загрязненных фильтров ,-,0,1,0,R
319,794,16 bit unsigned,Сигнал тревоги АБС перегрузка датчика давления загрязненных фильтров ,-,0,1,0,R
31A,795,16 bit unsigned,Сигнал тревоги калибрования датчика давления загрязненных фильтров ,-,0,1,0,R
31B,796,16 bit unsigned,Сигнал тревоги ОСО датчика давления загрязненных фильтров ,-,0,1,0,R
31C,797,16 bit unsigned,Сигнал тревоги сторожевого датчика давления загрязненных фильтров ,-,0,1,0,R
31D,798,16 bit unsigned,Сигнал тревоги связи датчика давления загрязненных фильтров ,-,0,1,0,R
31F,800,16 bit unsigned,Общий аварийный сигнал инвертора компрессора пост. тока,-,0,1,0,R
320,801,16 bit unsigned,Сигнал тревоги связи инвертора компрессора пост.т.,-,0,1,0,R
329,810,16 bit unsigned,Сигнал тревоги термомагнитной защиты компрессора 1,-,0,1,0,R
32A,811,16 bit unsigned,Сигнал тревоги высокое давление компрессора 1,-,0,1,0,R
32B,812,16 bit unsigned,Сигнал тревоги низкое давление компрессора 1,-,0,1,0,R
32C,813,16 bit unsigned,Сигнал тревоги высокая температура слива компрессора 1 ,-,0,1,0,R
32D,814,16 bit unsigned,Сигнал тревоги низкая компрессия компрессора 1 ,-,0,1,0,R
32E,815,16 bit unsigned,Общий сигнал тревоги конденсатора 1 ,-,0,1,0,R
32F,816,16 bit unsigned,Аварийный сигнал потока воды конденсатора 1 ,-,0,1,0,R
333,820,16 bit unsigned,Общий аварийный сигнал ЕЕV 1 ,-,0,1,0,R
334,821,16 bit unsigned,Сигнал тревоги отсутствие связи ЕЕV 1 ,-,0,1,0,R
335,822,16 bit unsigned,Аварийный сигнал температуры всасывания EEV 1 ,-,0,1,0,R
336,823,16 bit unsigned,Аварийный сигнал давления испарения ЕЕV 1 ,-,0,1,0,R
337,824,16 bit unsigned,Сигнал тревоги датчик давления конденсации EEV 1 ,-,0,1,0,R
338,825,16 bit unsigned,Сигнал тревоги датчик температуры слива ЕЕV 1,-,0,1,0,R
33D,830,16 bit unsigned,Сигнал тревоги термомагнитной защиты компрессора 2,-,0,1,0,R
33E,831,16 bit unsigned,Сигнал тревоги высокое давление компрессора 2,-,0,1,0,R
33F,832,16 bit unsigned,Сигнал тревоги низкое давление компрессора 2,-,0,1,0,R
340,833,16 bit unsigned,Сигнал тревоги высокая температура слива компрессора 2,-,0,1,0,R
341,834,16 bit unsigned,Сигнал тревоги низкая компрессия компрессора 2,-,0,1,0,R
342,835,16 bit unsigned,Общий сигнал тревоги конденсатора 2,-,0,1,0,R
343,836,16 bit unsigned,Аварийный сигнал потока воды конденсатора 2,-,0,1,0,R
347,840,16 bit unsigned,Общий аварийный сигнал ЕЕV 2,-,0,1,0,R
348,841,16 bit unsigned,Сигнал тревоги отсутствие связи ЕЕV 2,-,0,1,0,R
349,842,16 bit unsigned,Аварийный сигнал температуры всасывания EEV 2,-,0,1,0,R
34A,843,16 bit unsigned,Аварийный сигнал давления испарения ЕЕV 2,-,0,1,0,R
34B,844,16 bit unsigned,Сигнал тревоги датчик давления конденсации EEV 2,-,0,1,0,R
34C,845,16 bit unsigned,Сигнал тревоги датчик температуры слива ЕЕV 2,-,0,1,0,R
351,850,16 bit unsigned,Общий аварийный сигнал внутреннего увлажнителя ,-,0,1,0,R
352,851,16 bit unsigned,Сигнал тревоги отсутствие связи СРУ ,-,0,1,0,R
353,852,16 bit unsigned,Ошибка внутренней памяти ,-,0,1,0,R
354,853,16 bit unsigned,Ошибка параметров ,-,0,1,0,R
355,854,16 bit unsigned,Высокий ток электродов ,-,0,1,0,R
356,855,16 bit unsigned,Низкий расход пара ,-,0,1,0,R
357,856,16 bit unsigned,Не выполнен слив,-,0,1,0,R
358,857,16 bit unsigned,Истекло время техобслуживания ,-,0,1,0,R
359,858,16 bit unsigned,Отсутствие воды ,-,0,1,0,R
35A,859,16 bit unsigned,Техобслуживание цилиндра ,-,0,1,0,R
35B,860,16 bit unsigned,Цилиндр изношен ,-,0,1,0,R
35C,861,16 bit unsigned,Наличие пены ,-,0,1,0,R
35D,862,16 bit unsigned,Истек таймер срока службы ,-,0,1,0,R
35E,863,16 bit unsigned,Высокий уровень воды ,-,0,1,0,R
35F,864,16 bit unsigned,Высокая проводимость воды ,-,0,1,0,R
360,865,16 bit unsigned,Ошибка подключения ,-,0,1,0,R
365,870,16 bit unsigned,Сигнал тревоги датчик наличия воды ,-,0,1,0,R
